 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [21/Mar/2019 12:38:47] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:47] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:47] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:47] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:48] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:49] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:50] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:51] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:52] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:53] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/select_code HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/add_entries HTTP/1.1" 200 -
127.0.0.1 - - [21/Mar/2019 12:38:54] "POST /api/ui/update_code HTTP/1.1" 200 -
